timestamp,open,high,low,close,volume
2026-08-27 02:30:00,78757.22,78800.0,78704.62,78717.76,310.31728
2026-08-27 03:00:00,78717.76,78990.0,78643.23,78896.01,219.46816
2026-08-27 03:30:00,78896.0,78926.0,78775.44,78830.68,137.82263
2026-08-27 04:00:00,78830.68,78900.0,78785.05,78785.06,82.64032
2026-08-27 04:30:00,78785.06,78820.0,78684.18,78783.99,98.9736
2026-08-27 05:00:00,78783.99,78804.0,78629.75,78662.52,121.00013
2026-08-27 05:30:00,78662.52,78928.0,78600.0,78912.55,176.32841
2026-08-27 06:00:00,78912.54,78912.55,78604.78,78651.85,252.18387
2026-08-27 06:30:00,78651.85,78842.38,78651.84,78817.49,146.96616
2026-08-27 07:00:00,78817.5,78861.46,78754.0,78795.45,99.89733
2026-08-27 07:30:00,78795.45,79095.99,78795.44,79082.17,246.04383
2026-08-27 08:00:00,79082.18,79875.0,79048.0,79749.99,1091.18193
2026-08-27 08:30:00,79749.99,80022.0,79700.0,79755.99,614.44024
2026-08-27 09:00:00,79756.0,80497.76,79683.09,80493.86,651.74055
2026-08-27 09:30:00,80493.87,80520.0,79919.6,79986.0,480.13929
2026-08-27 10:00:00,79986.0,80158.15,79342.0,79664.56,415.53384
2026-08-27 10:30:00,79664.56,79676.0,79368.5,79626.0,269.13791
2026-08-27 11:00:00,79625.99,79766.3,79496.0,79523.99,210.94204
2026-08-27 11:30:00,79524.0,79562.38,79172.65,79477.67,410.17242
2026-08-27 12:00:00,79477.66,79596.0,79378.0,79551.0,259.561
2026-08-27 12:30:00,79551.0,79551.0,79266.0,79282.31,246.40418
2026-08-27 13:00:00,79282.31,79486.0,79269.52,79352.62,339.84175
2026-08-27 13:30:00,79352.63,79568.0,78920.0,79533.15,803.48013
2026-08-27 14:00:00,79533.16,79911.45,79354.47,79911.45,647.61267
2026-08-27 14:30:00,79911.45,80388.0,79804.0,80204.05,816.57913
2026-08-27 15:00:00,80204.06,80799.91,80094.0,80600.0,899.16886
2026-08-27 15:30:00,80600.0,80608.0,80299.14,80302.32,516.18078
2026-08-27 16:00:00,80302.32,80536.0,80189.39,80412.0,505.46093
2026-08-27 16:30:00,80412.0,80624.0,80268.0,80374.0,452.51965
2026-08-27 17:00:00,80374.0,80848.74,80230.0,80713.59,537.40297
2026-08-27 17:30:00,80713.59,80806.76,80432.0,80442.46,436.35778
2026-08-27 18:00:00,80442.47,80442.47,79749.7,79912.0,456.94157
2026-08-27 18:30:00,79911.99,80159.11,79826.9,80150.69,205.88387
2026-08-27 19:00:00,80150.69,80294.11,80042.41,80177.03,199.54305
2026-08-27 19:30:00,80177.04,80226.0,79886.0,79910.19,315.06547
2026-08-27 20:00:00,79910.19,80120.0,79882.86,79988.02,175.20242
2026-08-27 20:30:00,79988.03,80096.0,79966.05,80096.0,107.67011
2026-08-27 21:00:00,80096.0,80155.99,79992.0,80034.19,164.8389
2026-08-27 21:30:00,80034.19,80184.0,79975.74,80184.0,113.57652
2026-08-27 22:00:00,80184.0,80432.36,80183.99,80238.71,347.34741
2026-08-27 22:30:00,80238.71,80303.22,80150.0,80303.21,186.89332
2026-08-27 23:00:00,80303.21,80393.6,80134.0,80321.96,194.40396
2026-08-27 23:30:00,80321.95,80327.04,80192.08,80249.58,135.42135
2026-08-28 00:00:00,80249.59,80460.52,80153.99,80421.58,269.69211
2026-08-28 00:30:00,80421.58,80705.37,80349.1,80576.0,246.90485
2026-08-28 01:00:00,80575.99,81175.94,80575.99,81130.98,668.05133
2026-08-28 01:30:00,81130.97,81478.87,80434.15,80500.38,794.99956
2026-08-28 02:00:00,80500.38,80500.38,79917.88,79917.89,707.42069
2026-08-28 02:30:00,79917.88,80153.48,79723.02,79926.11,482.7844
2026-08-28 03:00:00,79926.11,80060.01,79775.61,79910.0,289.39095
2026-08-28 03:30:00,79910.01,79991.32,79778.66,79810.49,241.30358
2026-08-28 04:00:00,79810.48,79970.5,79603.81,79816.01,397.34033
2026-08-28 04:30:00,79816.0,79840.0,79617.74,79643.81,165.52759
2026-08-28 05:00:00,79643.8,79731.5,79558.11,79731.5,188.14466
2026-08-28 05:30:00,79731.49,79872.6,79647.64,79686.0,138.43638
2026-08-28 06:00:00,79686.0,79903.26,79685.99,79827.15,190.80962
2026-08-28 06:30:00,79827.14,79999.0,79800.0,79904.21,168.32268
2026-08-28 07:00:00,79904.21,79904.21,79662.13,79805.27,177.06635
2026-08-28 07:30:00,79805.27,79805.28,79573.36,79660.0,841.04007
2026-08-28 08:00:00,79660.0,79840.0,79659.99,79788.72,188.19895
2026-08-28 08:30:00,79788.73,79819.45,79480.0,79516.78,338.00901
2026-08-28 09:00:00,79516.77,79516.78,79259.43,79377.34,315.05998
2026-08-28 09:30:00,79377.34,79445.0,79273.78,79285.19,226.68445
2026-08-28 10:00:00,79285.19,79308.39,79001.01,79303.65,376.89875
2026-08-28 10:30:00,79303.65,79571.99,79294.57,79565.89,171.87276
2026-08-28 11:00:00,79565.9,79770.29,79555.22,79668.83,231.53776
2026-08-28 11:30:00,79668.83,79745.2,79560.12,79604.13,162.54161
2026-08-28 12:00:00,79604.12,79727.36,79512.34,79526.0,176.45467
2026-08-28 12:30:00,79526.0,79532.52,79306.11,79421.05,223.5985
2026-08-28 13:00:00,79421.04,79477.67,79070.0,79199.22,226.1861
2026-08-28 13:30:00,79199.21,79635.01,79034.56,79330.75,617.0386
2026-08-28 14:00:00,79330.34,79706.64,78423.03,78946.08,1840.71875
2026-08-28 14:30:00,78946.07,79703.11,78848.0,79542.44,1089.41127
2026-08-28 15:00:00,79542.44,79838.73,79236.92,79334.0,433.52208
2026-08-28 15:30:00,79334.0,79346.0,78312.64,78331.13,821.49386
2026-08-28 16:00:00,78331.13,78404.0,76888.0,77530.5,2178.02219
2026-08-28 16:30:00,77530.5,77993.15,77512.0,77788.46,777.59419
2026-08-28 17:00:00,77788.45,78131.86,77642.78,77940.01,460.38478
2026-08-28 17:30:00,77940.01,77997.4,77698.0,77904.0,262.37536
2026-08-28 18:00:00,77904.0,77935.5,77500.01,77592.0,239.05451
2026-08-28 18:30:00,77592.01,77621.61,77270.0,77554.0,336.30908
2026-08-28 19:00:00,77554.0,77797.35,77522.0,77705.07,255.72697
2026-08-28 19:30:00,77705.07,77708.48,77376.0,77580.03,245.32503
2026-08-28 20:00:00,77580.03,77609.83,77406.41,77510.72,159.0625
